user_id,days_since_application,number_of_shows,suggested_bedrooms,delta_bedrooms,suggested_budget,delta_budget,message
0025d524-935f-6e94-0e53-ee262d848ce6,39,1,0,1,,,"consider 0 bedroom(s), ~+1 matches"
02d2cc3a-23b3-0361-776c-0480c369f2d6,33,0,2,17,,,"consider 2 bedroom(s), ~+17 matches"
031c6fe9-744d-3c94-196e-48997db0d8f2,37,0,1,4,,,"consider 1 bedroom(s), ~+4 matches"
0422535c-58ad-ac69-c236-1dec59b11dd1,38,0,,,2600,6,"extend budget to $2600, ~+6 matches"
04c554a1-8770-b58b-df8e-d9c1c2b056a9,46,0,0,1,,,"consider 0 bedroom(s), ~+1 matches"
0aa83f88-5fb8-2c57-1b68-3bb50042f9f2,39,0,1,48,,,"consider 1 bedroom(s), ~+48 matches"
0c91e7db-1f55-95d2-2c41-8b7e3ff1e026,37,0,,,2200,8,"extend budget to $2200, ~+8 matches"
0ebe37ac-c5ac-1c90-9601-d12f03a526f2,41,0,1,35,,,"consider 1 bedroom(s), ~+35 matches"
0fe2ba33-67a9-52b2-023a-fb3f04c2467f,41,0,,,2200,13,"extend budget to $2200, ~+13 matches"
11860e20-683e-fda9-5f1b-964daf2c43c5,33,0,1,3,,,"consider 1 bedroom(s), ~+3 matches"
13a820e9-ec61-16a7-efbe-9ab687594fd1,46,0,,,1800,9,"extend budget to $1800, ~+9 matches"
16d86a17-99da-815b-dd68-a5d9c229d626,41,0,2,3,,,"consider 2 bedroom(s), ~+3 matches"
199c2b60-8897-f863-01b1-57bfa9824fcf,37,0,1,34,,,"consider 1 bedroom(s), ~+34 matches"
19f720b8-283f-6ef2-c741-9fd4b7e43aa9,39,0,1,33,,,"consider 1 bedroom(s), ~+33 matches"
1ab700a0-5c68-6d77-4b8e-b14f14927173,33,0,4,6,,,"consider 4 bedroom(s), ~+6 matches"
1b3dafdd-c068-5a4a-a23c-9734244b4af8,45,1,1,46,,,"consider 1 bedroom(s), ~+46 matches"
1d106037-8b71-de31-685e-779958859bd1,41,1,0,1,2600,6,"consider 0 bedroom(s), ~+1 matches & extend budget to $2600, ~+6 matches"
1d68208f-0718-7a20-2564-928f16db2a59,33,0,3,8,,,"consider 3 bedroom(s), ~+8 matches"
1e40f8a0-a69f-ab66-f61f-85fe66d3f641,33,0,1,34,,,"consider 1 bedroom(s), ~+34 matches"
1f56da48-6ebc-00ca-d37a-0cc18834e60a,45,0,1,43,,,"consider 1 bedroom(s), ~+43 matches"
1fd3d90a-1b59-ba85-defd-a749cfb80e0e,46,0,2,11,,,"consider 2 bedroom(s), ~+11 matches"
221550e9-bbd1-c264-4b32-de6530ff1c78,30,0,1,38,,,"consider 1 bedroom(s), ~+38 matches"
221cf2ac-3db2-5059-a61d-99ebeee0f0fd,46,0,,,2200,7,"extend budget to $2200, ~+7 matches"
224529ec-9392-3531-9732-be84c937227a,35,0,1,48,,,"consider 1 bedroom(s), ~+48 matches"
23b7d142-b8e4-7d86-d75b-7e05fc4303f3,30,0,,,1800,10,"extend budget to $1800, ~+10 matches"
23ccaed8-18b6-c297-bcd5-b8227964167c,39,0,3,4,,,"consider 3 bedroom(s), ~+4 matches"
251def9b-2c59-8c1c-85a5-87049bf185c3,46,0,1,36,,,"consider 1 bedroom(s), ~+36 matches"
253704a5-0e87-ef7b-8e0e-75f7090d706c,33,0,,,2500,4,"extend budget to $2500, ~+4 matches"
2623bdd2-2f3e-cb6f-34c3-638000b86f57,46,0,,,2200,6,"extend budget to $2200, ~+6 matches"
271ddb91-801f-3dc3-6562-f7298f506072,40,0,1,3,,,"consider 1 bedroom(s), ~+3 matches"
29e236db-6553-6de9-cb0a-9de33d269f76,37,0,0,1,,,"consider 0 bedroom(s), ~+1 matches"
2a03fc5a-4ddd-56fe-d6fe-4451daaa43d3,31,0,1,5,,,"consider 1 bedroom(s), ~+5 matches"
2a806e38-909a-f7a6-0e22-ccee70fe2ad5,37,0,1,21,1800,5,"consider 1 bedroom(s), ~+21 matches & extend budget to $1800, ~+5 matches"
2b0bef78-a335-058d-15f7-e0c2d645fd01,38,0,2,6,,,"consider 2 bedroom(s), ~+6 matches"
2c41651a-e771-9b48-bb5e-f88614b2ac31,43,0,1,10,1800,3,"consider 1 bedroom(s), ~+10 matches & extend budget to $1800, ~+3 matches"
2ca34f6a-3a68-d047-1dd1-c60a2a4247d1,33,0,,,2200,11,"extend budget to $2200, ~+11 matches"
2ca4f8b5-cc9b-b810-1cd7-0344ac6bd8ff,37,0,,,1800,10,"extend budget to $1800, ~+10 matches"
2e53cbbc-b19a-8829-d100-4552a505e370,37,1,,,1800,12,"extend budget to $1800, ~+12 matches"
2f2502d0-caaa-c37c-3352-16c1627fc925,46,0,1,51,,,"consider 1 bedroom(s), ~+51 matches"
325fad42-8a92-ffef-b0e1-ac14412935b2,39,0,1,52,,,"consider 1 bedroom(s), ~+52 matches"
33f84ed5-a114-4df9-6e43-27dcd1f809f2,43,0,1,33,,,"consider 1 bedroom(s), ~+33 matches"
36d933bd-1c82-afa6-be65-637046f8182e,39,0,1,30,,,"consider 1 bedroom(s), ~+30 matches"
36f8a29b-1a2e-b5da-799f-7bb10c49bc41,40,1,,,1800,10,"extend budget to $1800, ~+10 matches"
37113c46-3f74-25f2-9968-1e85b20ae49b,41,0,0,1,,,"consider 0 bedroom(s), ~+1 matches"
38d356b0-4662-26d7-602c-6077218094f9,31,0,1,14,,,"consider 1 bedroom(s), ~+14 matches"
3a4685e4-92dc-3690-6b50-6eae2ffea8df,35,0,,,2600,5,"extend budget to $2600, ~+5 matches"
3c412d55-fa8c-5afe-49f2-9206ac9d3814,45,0,3,8,,,"consider 3 bedroom(s), ~+8 matches"
3d375300-7a84-d23f-01c2-7ea718130fc3,40,0,1,47,,,"consider 1 bedroom(s), ~+47 matches"
3e0dd798-c605-c53f-1eb8-1286804142a1,41,1,,,2600,2,"extend budget to $2600, ~+2 matches"
3ec40b2e-cc68-7038-ac96-fd046d5538f7,31,0,,,2200,11,"extend budget to $2200, ~+11 matches"
3ffa8dae-7ceb-7c09-fa6a-9b1c293c176a,35,1,,,2600,8,"extend budget to $2600, ~+8 matches"
4045bf9f-f375-238a-3341-97bdbc0ac33f,36,0,,,1800,5,"extend budget to $1800, ~+5 matches"
42dc219e-0807-aae3-3a27-5d256929e060,44,1,1,43,,,"consider 1 bedroom(s), ~+43 matches"
4392ceda-a003-f133-f4f7-f415a3464d2d,44,0,1,49,,,"consider 1 bedroom(s), ~+49 matches"
4977e772-2321-f3e0-d9ce-d8ee6e6a7363,34,0,,,1800,7,"extend budget to $1800, ~+7 matches"
49ea5f5a-3cb7-0168-c4e1-d658fce13b92,40,0,2,5,,,"consider 2 bedroom(s), ~+5 matches"
4a01ea6f-28ea-62b1-3e30-969c77ad94e9,40,1,,,1800,8,"extend budget to $1800, ~+8 matches"
4a54afcb-277c-8d4a-6ce5-0d1eac7df323,46,0,,,2600,4,"extend budget to $2600, ~+4 matches"
4ae3679b-2252-23a7-3f4e-e99889339a43,43,0,,,2200,5,"extend budget to $2200, ~+5 matches"
4af6116d-4fc4-5b4b-b85f-dd318cc8569d,45,0,1,19,2200,5,"consider 1 bedroom(s), ~+19 matches & extend budget to $2200, ~+5 matches"
4dbe89b1-e0b5-b57b-6ff1-84dcd353db4a,45,0,1,55,,,"consider 1 bedroom(s), ~+55 matches"
4eae443e-b83a-bd7d-fb63-9cefe3c11c01,46,0,,,1800,10,"extend budget to $1800, ~+10 matches"
50a3f33d-a514-0825-905b-2e5093ee47df,37,0,,,1800,8,"extend budget to $1800, ~+8 matches"
52699227-8f6c-3ede-8617-f71e0597e5bb,40,0,1,36,,,"consider 1 bedroom(s), ~+36 matches"
53ea430c-d299-aeb1-e401-0f688c943ccd,39,0,0,1,,,"consider 0 bedroom(s), ~+1 matches"
54564a31-493b-d8ab-e5aa-4124daa078fa,36,0,1,1,,,"consider 1 bedroom(s), ~+1 matches"
5461282e-174d-7985-6029-f142e29538ce,36,0,1,24,,,"consider 1 bedroom(s), ~+24 matches"
54b8125a-28e8-b262-5b05-264217e81ef1,45,0,,,1800,12,"extend budget to $1800, ~+12 matches"
54f23bb3-e9da-f336-6347-15ce9d2c0ea8,36,0,2,7,,,"consider 2 bedroom(s), ~+7 matches"
56e99773-9539-ab49-8269-c4f563e95047,31,0,3,3,,,"consider 3 bedroom(s), ~+3 matches"
5771e0f7-d912-7ef1-c2c6-83c5370b3f06,41,0,1,41,,,"consider 1 bedroom(s), ~+41 matches"
5878f431-f6f9-843d-5357-863f32d104a0,39,0,1,58,,,"consider 1 bedroom(s), ~+58 matches"
59ff318c-c243-147f-d453-d6d96cfbf38a,42,0,0,1,,,"consider 0 bedroom(s), ~+1 matches"
5bf5643e-489a-e2e2-4f79-aed3a9f61cc2,41,0,2,8,,,"consider 2 bedroom(s), ~+8 matches"
5c752a8d-9bbb-23e9-fc8e-5401f36c8c5a,43,0,1,27,2200,2,"consider 1 bedroom(s), ~+27 matches & extend budget to $2200, ~+2 matches"
5d9ea0c4-6c81-8566-8c48-cade0609a513,34,0,1,38,,,"consider 1 bedroom(s), ~+38 matches"
5e3a08a8-15a7-254f-e9db-62de1825f865,33,0,2,7,,,"consider 2 bedroom(s), ~+7 matches"
5e99e70b-039b-cb9e-005a-27c9709cc2e1,39,0,3,6,,,"consider 3 bedroom(s), ~+6 matches"
5f1a590e-6c09-37e0-34dd-5fd7765a14be,34,0,0,1,,,"consider 0 bedroom(s), ~+1 matches"
6274f03a-b834-4217-5189-da7a85ff2b44,43,0,1,36,,,"consider 1 bedroom(s), ~+36 matches"
63317ab9-9f8b-4e69-1422-db75e994d6a2,46,0,2,5,,,"consider 2 bedroom(s), ~+5 matches"
66b4e5cb-bf2d-cfa1-ebd0-83b6d6fcfd10,33,1,,,2200,11,"extend budget to $2200, ~+11 matches"
67ce1192-0df7-e5c5-5bd7-6a69dbea9787,41,0,,,2600,6,"extend budget to $2600, ~+6 matches"
68717852-e269-36ec-365c-9953d5459101,44,1,,,2600,2,"extend budget to $2600, ~+2 matches"
689a5cdf-5c50-b442-3e55-99a3f6d6f477,40,0,1,36,,,"consider 1 bedroom(s), ~+36 matches"
6a2aad12-ad17-1784-0754-4bb1fdf52475,32,0,1,49,,,"consider 1 bedroom(s), ~+49 matches"
6aec1895-96d7-58ec-39aa-2a419d8094e7,30,0,1,44,,,"consider 1 bedroom(s), ~+44 matches"
6b1caaf8-5cba-9da4-7129-28b260db1137,41,0,2,13,,,"consider 2 bedroom(s), ~+13 matches"
6b5541b5-d755-25c9-f6d7-c3b6b52c6d12,43,0,1,43,,,"consider 1 bedroom(s), ~+43 matches"
6b6e5f0f-eaf9-a2fc-e93c-3bc3c398293e,46,1,,,2600,1,"extend budget to $2600, ~+1 matches"
6be18766-2272-3464-b8ce-12bad78e2a6f,34,0,3,6,,,"consider 3 bedroom(s), ~+6 matches"
6dd1d4a0-e1c9-bff3-afe9-4e74fd1eecfa,32,0,,,2200,9,"extend budget to $2200, ~+9 matches"
6e695996-fc4f-7f1c-1c29-3c60cdff3741,35,0,2,8,,,"consider 2 bedroom(s), ~+8 matches"
6ff4ad97-1388-e029-8c23-614a9cf28049,37,0,0,1,2200,11,"consider 0 bedroom(s), ~+1 matches & extend budget to $2200, ~+11 matches"
715eed2e-dbba-eb05-92ea-417612c0b923,36,0,1,33,,,"consider 1 bedroom(s), ~+33 matches"
71efe1bc-dfab-4590-516c-0326e28b6769,34,0,2,9,,,"consider 2 bedroom(s), ~+9 matches"
74ea8f71-fbc4-5f3c-73ad-6ab2e15b4f1e,36,0,,,1700,3,"extend budget to $1700, ~+3 matches"
75840a15-7556-ea0a-d153-3d721c467d4f,32,0,1,45,,,"consider 1 bedroom(s), ~+45 matches"
777f238a-6ce5-7ebc-94a8-c743087981fe,42,0,,,2600,7,"extend budget to $2600, ~+7 matches"
7821aadd-a46e-d11d-2cfd-d1269db9c43b,34,0,1,42,,,"consider 1 bedroom(s), ~+42 matches"
7b7569df-918f-ba06-3536-5144e0c29803,39,0,1,38,,,"consider 1 bedroom(s), ~+38 matches"
7d5be396-b786-7a5f-6048-7b055b6f958c,32,0,,,2200,12,"extend budget to $2200, ~+12 matches"
7e150f99-6605-9cd8-b3db-36aac51e8a95,41,0,2,10,2200,3,"consider 2 bedroom(s), ~+10 matches & extend budget to $2200, ~+3 matches"
7e44cfb7-0727-87d5-3d75-74a645a8f880,34,1,,,2600,9,"extend budget to $2600, ~+9 matches"
7f29dd53-002f-d3e0-907c-105ee8be2f70,42,0,1,15,,,"consider 1 bedroom(s), ~+15 matches"
7fbc2f6c-2462-5455-6acd-94265382dea5,45,0,1,33,,,"consider 1 bedroom(s), ~+33 matches"
7fbd1feb-7321-b422-8863-e2d178f00f8d,39,0,,,2200,5,"extend budget to $2200, ~+5 matches"
81a6399e-ac29-0d56-06d3-fd9e39bc5942,39,1,0,1,2600,4,"consider 0 bedroom(s), ~+1 matches & extend budget to $2600, ~+4 matches"
82fe9746-47f6-48d6-b00d-012f560d5e8b,37,0,,,1800,13,"extend budget to $1800, ~+13 matches"
834eec39-5ac5-1c49-b99f-77bae722b9c8,38,0,1,38,,,"consider 1 bedroom(s), ~+38 matches"
8617df4c-fba5-2595-3506-01d713a7a8a8,44,0,0,1,,,"consider 0 bedroom(s), ~+1 matches"
86b8a9e6-75c8-faf4-6d6c-c46fe6f4b222,41,1,,,2200,7,"extend budget to $2200, ~+7 matches"
885f48f6-d48b-3713-4f80-6c9623b280fc,46,0,1,36,,,"consider 1 bedroom(s), ~+36 matches"
887e7679-19e5-d7ea-7b0d-50b026c6cdbd,30,0,1,34,,,"consider 1 bedroom(s), ~+34 matches"
88d42fcf-d51a-ff9b-625d-95b4b1d58a2c,44,0,2,2,,,"consider 2 bedroom(s), ~+2 matches"
89822584-9d0c-5c45-f4fe-a1d4a1c2f23c,33,1,,,1800,4,"extend budget to $1800, ~+4 matches"
8abfe9d0-6d4a-b503-c569-cf25cc84f84c,38,0,,,2200,11,"extend budget to $2200, ~+11 matches"
8c7833eb-eb9f-938f-12dd-08e648ceed8a,45,1,1,37,,,"consider 1 bedroom(s), ~+37 matches"
8d385523-f8e6-a501-5b1f-0943a7137280,46,0,1,37,,,"consider 1 bedroom(s), ~+37 matches"
8ebe2e8f-585a-6c7d-8d0e-792e1e503612,38,0,3,2,,,"consider 3 bedroom(s), ~+2 matches"
900e81a2-f263-eceb-5292-6f81de7c20d9,35,0,,,2600,2,"extend budget to $2600, ~+2 matches"
91297fbc-001c-bb0c-1ca3-25d5424caf48,38,1,,,3000,2,"extend budget to $3000, ~+2 matches"
91a522a5-b9b5-9e2e-1ec2-5986605678f5,45,1,,,2600,3,"extend budget to $2600, ~+3 matches"
92ea3f99-53e6-1f73-9e53-dcbbbc4c2977,40,0,1,40,,,"consider 1 bedroom(s), ~+40 matches"
942fc4f4-f380-c8f9-3c13-9860ed85bd62,40,0,,,2200,4,"extend budget to $2200, ~+4 matches"
94d312a4-ea86-c867-e292-86dc15247125,44,0,1,43,,,"consider 1 bedroom(s), ~+43 matches"
98e23859-b605-eb1a-44dd-9991b7295d8d,40,0,,,1800,7,"extend budget to $1800, ~+7 matches"
98e8d0fa-f76f-cb62-9b7b-4fdad3e41a24,33,0,,,2200,4,"extend budget to $2200, ~+4 matches"
9c6a6be5-168d-8a9a-fbd0-da943f2cd231,36,0,2,6,,,"consider 2 bedroom(s), ~+6 matches"
9c9742e7-6f1c-051d-4e45-75c9827867f8,38,0,,,1800,15,"extend budget to $1800, ~+15 matches"
9ca0b2c0-a296-cd12-fab5-34edeef35b3a,43,0,1,4,,,"consider 1 bedroom(s), ~+4 matches"
9cf682a0-6dbf-d076-abb4-ed452dc27bab,36,1,2,11,,,"consider 2 bedroom(s), ~+11 matches"
9f0b82d6-6fa0-b882-1dcb-a6940413f56b,42,0,2,13,,,"consider 2 bedroom(s), ~+13 matches"
9fc93754-cffe-a005-4f4a-15de371467cb,33,0,,,2600,7,"extend budget to $2600, ~+7 matches"
9fee0284-4f56-c7ad-d67f-1663ea9d9f1d,38,0,1,53,,,"consider 1 bedroom(s), ~+53 matches"
a1bfaf0c-277d-3499-9152-0fe3d9159d6f,35,0,2,8,,,"consider 2 bedroom(s), ~+8 matches"
a20c2999-3490-9daa-3cc1-587ad67f21e8,35,0,1,31,2200,3,"consider 1 bedroom(s), ~+31 matches & extend budget to $2200, ~+3 matches"
a2eb45d1-cf3f-6d69-7b84-2047ff445c67,40,0,3,8,,,"consider 3 bedroom(s), ~+8 matches"
a4c30bcc-e5a8-c322-8548-35e1aa750381,30,0,,,2200,10,"extend budget to $2200, ~+10 matches"
a59e6761-81db-782a-84ee-da5aee1874fa,35,0,3,5,,,"consider 3 bedroom(s), ~+5 matches"
a654c4e1-cbc9-f88f-df03-8d0bb50dcf92,38,0,,,2600,3,"extend budget to $2600, ~+3 matches"
a69706e0-973a-b384-e345-72b65ee8e875,34,0,1,29,,,"consider 1 bedroom(s), ~+29 matches"
a8dbedfd-ffcd-15dd-d35d-35a793ad1d4b,41,0,1,34,,,"consider 1 bedroom(s), ~+34 matches"
a925c2d5-d45f-e9b9-f869-c5ad8e9918f5,42,0,,,2600,4,"extend budget to $2600, ~+4 matches"
aad157ab-678b-fbbe-3519-486519be6bc2,35,0,1,35,2600,2,"consider 1 bedroom(s), ~+35 matches & extend budget to $2600, ~+2 matches"
ad76ffd3-8bcf-0cd0-2c0c-3d468a43bcc5,46,0,1,33,,,"consider 1 bedroom(s), ~+33 matches"
aef5c2ad-5b42-7c47-ef6f-482bd06e43e0,39,0,1,37,,,"consider 1 bedroom(s), ~+37 matches"
b049c833-c92d-aa87-7060-0a0994b22c26,38,0,1,41,,,"consider 1 bedroom(s), ~+41 matches"
b0874a50-083e-60ef-1b2b-7e63ae229d76,35,0,2,7,,,"consider 2 bedroom(s), ~+7 matches"
b16d20ec-03ad-eab1-08ee-883ea86d4c93,33,0,1,8,,,"consider 1 bedroom(s), ~+8 matches"
b3d7e6ba-63e7-239c-383f-d5f4741483e1,31,0,1,22,2200,2,"consider 1 bedroom(s), ~+22 matches & extend budget to $2200, ~+2 matches"
b56b62c4-e4a3-d27c-a06b-39724cc96cec,36,0,,,2200,7,"extend budget to $2200, ~+7 matches"
b6636fcb-e33b-7038-f573-33313c291a00,41,0,2,2,,,"consider 2 bedroom(s), ~+2 matches"
b7cd06e3-3da9-5004-4390-43381f6fb504,36,0,,,2600,4,"extend budget to $2600, ~+4 matches"
bbd29790-6764-9d2d-af5b-1dc7cff87f0c,30,1,,,2600,7,"extend budget to $2600, ~+7 matches"
bbdb8e82-2258-db24-074e-bd4ead7cfd4e,38,0,,,1800,18,"extend budget to $1800, ~+18 matches"
bc34f431-196a-1317-be34-9c47e2d0cef7,46,0,3,2,,,"consider 3 bedroom(s), ~+2 matches"
bc8fd0fc-125c-9a2a-1d24-bde6558e77c5,30,0,1,53,,,"consider 1 bedroom(s), ~+53 matches"
be89136a-2142-0c5f-ee4d-5ddee9bb6635,32,0,2,5,,,"consider 2 bedroom(s), ~+5 matches"
c0c81efb-e40f-6753-b30c-1ac7328b13c3,32,0,3,6,,,"consider 3 bedroom(s), ~+6 matches"
c5050d47-9eda-c82c-c9f0-fde452b65a61,36,0,1,42,,,"consider 1 bedroom(s), ~+42 matches"
c532c12b-00f4-4be6-7c46-f1418c7b20a5,36,0,1,47,,,"consider 1 bedroom(s), ~+47 matches"
c6c4bfe1-12ac-c4ff-2442-94dd690930de,35,1,,,2600,10,"extend budget to $2600, ~+10 matches"
c9620e36-f2ef-6db5-9732-1ba3bc627fa2,46,0,1,61,,,"consider 1 bedroom(s), ~+61 matches"
cb7e9e1f-114f-b2e0-6e73-49d5a8ab402e,45,0,,,1700,3,"extend budget to $1700, ~+3 matches"
cda9d3e6-4147-1858-ea1a-69607cd4c249,31,0,1,37,,,"consider 1 bedroom(s), ~+37 matches"
d09dd8a3-b791-e3ba-85c0-730f6ba746d9,37,0,2,5,,,"consider 2 bedroom(s), ~+5 matches"
d0ca2fd4-00f4-faa8-20cd-89756acc13d5,33,0,1,53,3000,1,"consider 1 bedroom(s), ~+53 matches & extend budget to $3000, ~+1 matches"
d1812114-1518-0cb8-c03b-bad7bae5ccbc,36,0,2,8,,,"consider 2 bedroom(s), ~+8 matches"
d5a27b6c-e402-40d1-cf8a-b109a655ea04,37,0,,,1800,12,"extend budget to $1800, ~+12 matches"
d5a60130-bab9-0c5e-2493-4fb183992f14,43,0,2,9,,,"consider 2 bedroom(s), ~+9 matches"
d5d2f8c4-3073-92f8-974a-56ca3b0e31c4,31,0,2,17,,,"consider 2 bedroom(s), ~+17 matches"
d73c913b-cdb6-98aa-cee0-e492b4ff3227,34,0,2,6,,,"consider 2 bedroom(s), ~+6 matches"
d7785be8-1027-76ab-f86e-b6728c596009,31,0,1,39,,,"consider 1 bedroom(s), ~+39 matches"
da708d38-1541-f828-c819-94780ca30bac,44,0,,,2600,5,"extend budget to $2600, ~+5 matches"
da7f08c9-a0aa-e6e5-3501-055c4ba0561a,32,0,1,38,,,"consider 1 bedroom(s), ~+38 matches"
daef7fbb-202a-3a88-f89d-bb81d16e64ef,34,0,1,37,,,"consider 1 bedroom(s), ~+37 matches"
dd5038cf-b342-a642-b5da-73ca49180762,35,0,1,41,,,"consider 1 bedroom(s), ~+41 matches"
df80db9f-1c88-c75e-3e9e-cf7fd17bddb8,43,1,,,2600,4,"extend budget to $2600, ~+4 matches"
e55b6e68-2c54-bd81-e4d6-8f494e9a944f,40,0,,,2600,2,"extend budget to $2600, ~+2 matches"
e581d412-4345-5a5b-c771-f915f3308fbf,37,0,3,1,1800,1,"consider 3 bedroom(s), ~+1 matches & extend budget to $1800, ~+1 matches"
e752df8c-1ac4-fbc4-0628-20d523a4fefb,41,0,,,2200,11,"extend budget to $2200, ~+11 matches"
e8bd6c67-cf85-4595-72f4-814c929aeb34,30,0,,,1700,4,"extend budget to $1700, ~+4 matches"
e909b135-a219-75a0-7a8a-1efb6fe3d7c4,44,0,1,3,,,"consider 1 bedroom(s), ~+3 matches"
e9d6724f-0546-e63b-4153-73fa9430410f,39,0,,,2600,3,"extend budget to $2600, ~+3 matches"
ec3d6a0f-4af0-0873-bc7b-4ea2ada133aa,40,0,1,39,,,"consider 1 bedroom(s), ~+39 matches"
ef419c78-3be6-3c81-ad82-0b8f1c12be31,34,1,,,2600,4,"extend budget to $2600, ~+4 matches"
f47a310d-8c8c-aee7-497f-910df562a3bb,36,0,,,2200,9,"extend budget to $2200, ~+9 matches"
f4d919da-4b12-73ab-a3eb-e957b3923984,34,0,,,2200,16,"extend budget to $2200, ~+16 matches"
f543d50d-7bf8-d57d-2797-c57a70966d85,45,0,,,1800,11,"extend budget to $1800, ~+11 matches"
f592e834-d839-0886-09c2-1fa0e718e490,35,0,1,38,,,"consider 1 bedroom(s), ~+38 matches"
f93c00bb-ca0e-7b36-4b99-d66af4129ce7,31,0,1,27,2200,1,"consider 1 bedroom(s), ~+27 matches & extend budget to $2200, ~+1 matches"
fb997d54-9cf2-3665-bb47-f603697bb8ed,40,0,,,2600,2,"extend budget to $2600, ~+2 matches"
fbaf4cef-ebc4-93ca-1a25-c44408d59307,46,0,,,3200,1,"extend budget to $3200, ~+1 matches"
fbe9ed60-de74-758c-3bb8-a767169c9ab8,38,0,1,42,,,"consider 1 bedroom(s), ~+42 matches"
fcd504a9-e040-33df-0277-245f3f1a0cf1,43,0,2,6,3000,2,"consider 2 bedroom(s), ~+6 matches & extend budget to $3000, ~+2 matches"
fcf7ec74-000d-79d0-9671-0bc50a260014,31,0,1,42,,,"consider 1 bedroom(s), ~+42 matches"
fd1532b9-363b-86d4-33e4-79bfc27ed68e,43,0,3,5,,,"consider 3 bedroom(s), ~+5 matches"
fd6ebb5f-f6dc-c02d-d7f6-961c8eb3f830,46,0,0,1,,,"consider 0 bedroom(s), ~+1 matches"
